EUROPE,33.75587047436
Eastern Europe,16.2548436339513
Belarus,46.5842442462175
Bulgaria,64.4815493736183
Czechia,138.389603832211
Hungary,106.97757649398
Poland,123.723250497992
Republic of Moldova,123.082435312024
Romania,84.1315462484251
Russian Federation,8.9072124282601
Slovakia,113.479703876227
Ukraine,75.9401418904923
Northern Europe,62.1284149956121
Channel Islands,906.652631578947
Denmark,136.032924817346
Estonia,31.2726822363765
Faroe Islands,34.8689111747851
Finland,18.2044785942282
Iceland,3.38191521197007
Ireland,70.8738278414864
Isle of Man,148.401754385965
Latvia,30.6549839228296
Lithuania,44.0315122698408
Norway,14.7257876408555
Sweden,24.4587195983818
United Kingdom,279.130992435829
Southern Europe,117.726885213118
Albania,105.142810218978
Andorra,164.140425531915
Bosnia and Herzegovina,64.7254509803922
Croatia,73.8080593280915
Gibraltar,3370.6
Greece,81.2525368502715
Holy See,1852.27272727273
Italy,205.854667845244
Malta,1376.178125
Montenegro,46.6905576208178
North Macedonia,82.6113402061856
Portugal,111.651686865378
San Marino,564.4
Serbia,100.299885662017
Slovenia,103.210228401192
Spain,93.6984402566159
Western Europe,180.239293287057
Austria,108.66662621801
Belgium,381.087384412153
France,118.946029363153
Germany,239.605938719302
Liechtenstein,237.625
Luxembourg,237.733590733591
Monaco,26152.3489932886
Netherlands,507.032117437722
Switzerland,217.41474339508
NORTHERN AMERICA,19.6551376124163
